# File Starting Date: 04 04 2020 TIME 11:35:33.8
# Directory: /scratch/ep0/hm1876/CeO2/PH/CeO2-H3O+-8H2O/H3O+-OV-F-O2-/option1
# File: /scratch/ep0/hm1876/CeO2/PH/CeO2-H3O+-8H2O/H3O+-OV-F-O2-/option1/CeO2-19.out
# TOLDEE: 5
# MAXCYCLE: 1024
# CYCLE_NUMBER | TOTAL_ENERGY (Ha) | SCF_CYCLES | MAX_G.(0.00045) | RMS_G.(0.00030) | MAX_D.(0.00180) | RMS_D.(0.00120) | TRUST_R.(4.00000)
 	 51 	 -17735.4341004760 	 6	 0.004593 NO	 0.001013 NO	 0.009284 NO	 0.001934 NO	           0.031
 	 52 	 -17735.4343363480 	 4	 0.003794 NO	 0.000769 NO	 0.008843 NO	 0.001934 NO	           0.000
 	 53 	 -17735.4345119990 	 3	 0.003100 NO	 0.000636 NO	 0.019029 NO	 0.003869 NO	           0.062
 	 54 	 -17735.4347839880 	 6	 0.002449 NO	 0.000526 NO	 0.034872 NO	 0.007737 NO	           0.125
 	 55 	 -17735.4351654670 	 4	 0.001928 NO	 0.000482 NO	 0.071685 NO	 0.015475 NO	           0.250
 	 56 	 -17735.4355866900 	 5	 0.002874 NO	 0.000595 NO	 0.181667 NO	 0.030949 NO	           0.500
 	 57 	 -17735.4362019690 	 9	 0.003071 NO	 0.000787 NO	 0.150021 NO	 0.030949 NO	           0.500
 	 58 	 -17735.4365286140 	 6	 0.003440 NO	 0.000953 NO	 0.128083 NO	 0.025865 NO	           0.500
 	 59 	 -17735.4368255410 	 6	 0.004169 NO	 0.000865 NO	 0.160387 NO	 0.030201 NO	           1.000
 	 60 	 -17735.4369130390 	 6	 0.004866 NO	 0.000870 NO	 0.039431 NO	 0.007550 NO	           0.122
 	 61 	 -17735.4372210440 	 5	 0.003767 NO	 0.000641 NO	 0.102036 NO	 0.015100 NO	           0.244
 	 62 	 -17735.4374381430 	 5	 0.005010 NO	 0.000691 NO	 0.078322 NO	 0.015100 NO	           0.244
 	 63 	 -17735.4375795620 	 5	 0.002332 NO	 0.000519 NO	 0.075063 NO	 0.014444 NO	           0.244
 	 64 	 -17735.4376438680 	 6	 0.004099 NO	 0.000715 NO	 0.044635 NO	 0.012148 NO	           0.244
 	 65 	 -17735.4377926230 	 5	 0.001692 NO	 0.000381 NO	 0.055688 NO	 0.009709 NO	           0.488
 	 66 	 -17735.4378974740 	 5	 0.001355 NO	 0.000353 NO	 0.043414 NO	 0.007490 NO	           0.976
 	 67 	 -17735.4379845540 	 5	 0.001258 NO	 0.000294 YES	 0.094610 NO	 0.016559 NO	           1.950
 	 68 	 -17735.4380411460 	 5	 0.001785 NO	 0.000409 NO	 0.032432 NO	 0.005972 NO	           3.900
 	 69 	 -17735.4380900470 	 5	 0.001397 NO	 0.000281 YES	 0.014571 NO	 0.003103 NO	           4.000
 	 70 	 -17735.4381220990 	 3	 0.001046 NO	 0.000235 YES	 0.051157 NO	 0.007942 NO	           4.000
 	 71 	 -17735.4381663180 	 4	 0.001083 NO	 0.000238 YES	 0.023641 NO	 0.003445 NO	           4.000
 	 72 	 -17735.4381905860 	 5	 0.000991 NO	 0.000214 YES	 0.036551 NO	 0.004969 NO	           4.000
 	 73 	 -17735.4382141850 	 4	 0.001290 NO	 0.000275 YES	 0.028483 NO	 0.003888 NO	           4.000
 	 74 	 -17735.4382349320 	 5	 0.000843 NO	 0.000181 YES	 0.012494 NO	 0.002826 NO	           4.000
 	 75 	 -17735.4382526140 	 3	 0.001041 NO	 0.000187 YES	 0.018620 NO	 0.003290 NO	           4.000
 	 76 	 -17735.4382682770 	 5	 0.000539 NO	 0.000148 YES	 0.035275 NO	 0.003993 NO	           4.000
 	 77 	 -17735.4382840850 	 3	 0.000788 NO	 0.000158 YES	 0.020729 NO	 0.003095 NO	           4.000
 	 78 	 -17735.4382847480 	 6	 0.000735 NO	 0.000161 YES	 0.006862 NO	 0.000774 YES	           0.013
 	 79 	 -17735.4383021360 	 3	 0.000611 NO	 0.000123 YES	 0.014754 NO	 0.001548 NO	           0.025
xxx 	 80 	 -17735.4382969090 	 5	 0.000611 NO	 0.000123 YES	 0.003354 NO	 0.000387 YES	           0.006
 	 81 	 -17735.4383021300 	 5	 0.000503 NO	 0.000122 YES	 0.000387 YES	 0.000097 YES	           0.002
 	 82 	 -17735.4383065210 	 3	 0.000410 YES	 0.000091 YES	 0.001736 YES	 0.000193 YES	           0.003
 	 83 	 -17735.4380246970 	 9	 0.000668 NO	 0.000122 YES	 0.001705 YES	 0.000193 YES	           0.000
