# File Starting Date: 26 04 2020 TIME 19:51:23.9
# Directory: /scratch/ep0/hm1876/CeO2/PH/CeO2-OH--8H2O/OH--OV-UF-H2O2/option2/0Ce3+
# File: /scratch/ep0/hm1876/CeO2/PH/CeO2-OH--8H2O/OH--OV-UF-H2O2/option2/0Ce3+/CeO2-03.out
# TOLDEE: 7
# MAXCYCLE: 1024
# CYCLE_NUMBER | TOTAL_ENERGY (Ha) | SCF_CYCLES | MAX_G.(0.00045) | RMS_G.(0.00030) | MAX_D.(0.00180) | RMS_D.(0.00120) | TRUST_R.(4.00000)
 	 49 	 -17735.3948141020 	 4	 0.000313 YES	 0.000095 YES	 0.002307 NO	 0.000357 YES	           0.006
 	 50 	 -17735.3948181050 	 6	 0.000293 YES	 0.000080 YES	 0.002299 NO	 0.000357 YES	           0.000
 	 51 	 -17735.3948206440 	 4	 0.000262 YES	 0.000070 YES	 0.004108 NO	 0.000715 YES	           0.011
 	 52 	 -17735.3948260800 	 6	 0.000177 YES	 0.000043 YES	 0.009172 NO	 0.001430 NO	           0.023
 	 53 	 -17735.3948327050 	 7	 0.000157 YES	 0.000038 YES	 0.015739 NO	 0.002859 NO	           0.046
 	 54 	 -17735.3948403840 	 7	 0.000210 YES	 0.000049 YES	 0.028687 NO	 0.005719 NO	           0.092
 	 55 	 -17735.3948493870 	 7	 0.000184 YES	 0.000055 YES	 0.023239 NO	 0.004971 NO	           0.185
 	 56 	 -17735.3948523250 	 8	 0.000405 YES	 0.000082 YES	 0.011125 NO	 0.002682 NO	           0.370
 	 57 	 -17735.3948544830 	 7	 0.000284 YES	 0.000062 YES	 0.005850 NO	 0.001339 NO	           0.370
 	 58 	 -17735.3948568430 	 7	 0.000234 YES	 0.000048 YES	 0.007095 NO	 0.001719 NO	           0.739
 	 59 	 -17735.3948592590 	 7	 0.000492 NO	 0.000066 YES	 0.010641 NO	 0.002439 NO	           1.480
xxx 	 60 	 -17735.3948589690 	 4	 0.000492 NO	 0.000066 YES	 0.002758 NO	 0.000610 YES	           0.010
 	 61 	 -17735.3948599740 	 7	 0.000318 YES	 0.000049 YES	 0.003476 NO	 0.000610 YES	           0.010
 	 62 	 -17735.3948609830 	 7	 0.000161 YES	 0.000032 YES	 0.006557 NO	 0.001220 NO	           0.020
 	 63 	 -17735.3948619180 	 7	 0.000139 YES	 0.000033 YES	 0.006164 NO	 0.001220 NO	           0.020
 	 64 	 -17735.3948625440 	 4	 0.000160 YES	 0.000037 YES	 0.006374 NO	 0.001220 NO	           0.020
 	 65 	 -17735.3948632780 	 6	 0.000179 YES	 0.000041 YES	 0.012418 NO	 0.002439 NO	           0.039
 	 66 	 -17735.3948641600 	 6	 0.000123 YES	 0.000036 YES	 0.005380 NO	 0.001068 YES	           0.079
 	 67 	 -17735.3948642990 	 7	 0.000112 YES	 0.000036 YES	 0.007404 NO	 0.001643 NO	           0.079
 	 68 	 -17735.3948643540 	 7	 0.000127 YES	 0.000030 YES	 0.001513 YES	 0.000411 YES	           0.007
 	 69 	 -17735.3948341610 	 4	 0.000188 YES	 0.000038 YES	 0.003150 NO	 0.000411 YES	           0.000
 	 70 	 -17735.3948347810 	 5	 0.000137 YES	 0.000032 YES	 0.006263 NO	 0.000822 YES	           0.013
 	 71 	 -17735.3948358410 	 7	 0.000080 YES	 0.000025 YES	 0.009560 NO	 0.001643 NO	           0.027
 	 72 	 -17735.3948370580 	 7	 0.000086 YES	 0.000026 YES	 0.011760 NO	 0.002246 NO	           0.053
 	 73 	 -17735.3948381380 	 7	 0.000132 YES	 0.000028 YES	 0.009486 NO	 0.001726 NO	           0.106
 	 74 	 -17735.3948391600 	 7	 0.000117 YES	 0.000027 YES	 0.009739 NO	 0.001570 NO	           0.212
 	 75 	 -17735.3948403480 	 7	 0.000101 YES	 0.000022 YES	 0.005640 NO	 0.000770 YES	           0.425
 	 76 	 -17735.3948411300 	 7	 0.000082 YES	 0.000022 YES	 0.002562 NO	 0.000563 YES	           0.850
 	 77 	 -17735.3948419380 	 4	 0.000072 YES	 0.000019 YES	 0.002576 NO	 0.000482 YES	           1.700
 	 78 	 -17735.3948421640 	 5	 0.000066 YES	 0.000016 YES	 0.001969 NO	 0.000425 YES	           3.400
 	 79 	 -17735.3948421940 	 4	 0.000047 YES	 0.000014 YES	 0.000697 YES	 0.000106 YES	           0.002
 	 80 	 -17735.3946994080 	 4	 0.000193 YES	 0.000023 YES	 0.000660 YES	 0.000106 YES	           0.000
# Done!
