# File Starting Date: 05 06 2020 TIME 13:10:26.5
# Directory: /scratch/ep0/hm1876/CeO2/PH/CeO2-H3O+-8H2O/H3O+-OV-UF-H2O2/option1/0Ce3+
# File: /scratch/ep0/hm1876/CeO2/PH/CeO2-H3O+-8H2O/H3O+-OV-UF-H2O2/option1/0Ce3+/CeO2-01.out
# TOLDEE: 4
# LEVSHIFT USED
# MAXCYCLE: 1024
# FMIXING: 95
# CYCLE_NUMBER | TOTAL_ENERGY (Ha) | SCF_CYCLES | MAX_G.(0.00045) | RMS_G.(0.00030) | MAX_D.(0.00180) | RMS_D.(0.00120) | TRUST_R.(4.00000)
 	 1 	 -17736.8826554620 	 109	 0.013516 NO	 0.004684 NO	 0.000000 	 0.000000 	           0.000
 	 2 	 -17736.9673167480 	 14	 0.016873 NO	 0.005524 NO	 0.436820 NO	 0.061199 NO	           1.000
 	 3 	 -17736.9741957210 	 13	 0.021238 NO	 0.005692 NO	 0.717359 NO	 0.122398 NO	           2.000
xxx 	 4 	 -17736.9532415450 	 16	 0.021238 NO	 0.005692 NO	 0.207730 NO	 0.030600 NO	           0.500
 	 5 	 -17736.9776088570 	 13	 0.031955 NO	 0.005839 NO	 0.174571 NO	 0.030600 NO	           0.500
 	 6 	 -17736.9806259830 	 10	 0.022079 NO	 0.004956 NO	 0.195628 NO	 0.030600 NO	           0.500
 	 7 	 -17736.9824926340 	 3	 0.017824 NO	 0.004985 NO	 0.278856 NO	 0.030600 NO	           0.500
 	 8 	 -17736.9850240590 	 10	 0.014727 NO	 0.003940 NO	 0.207716 NO	 0.030600 NO	           0.500
 	 9 	 -17736.9868533550 	 10	 0.014112 NO	 0.003677 NO	 0.205047 NO	 0.030600 NO	           0.500
 	 10 	 -17736.9878520850 	 3	 0.013884 NO	 0.003597 NO	 0.221678 NO	 0.030600 NO	           0.500
 	 11 	 -17736.9891184710 	 11	 0.016312 NO	 0.003338 NO	 0.269270 NO	 0.030600 NO	           0.500
 	 12 	 -17736.9907994720 	 9	 0.016598 NO	 0.003070 NO	 0.174221 NO	 0.030600 NO	           0.500
 	 13 	 -17736.9917033820 	 3	 0.015656 NO	 0.002939 NO	 0.130166 NO	 0.030600 NO	           0.500
 	 14 	 -17736.9944436430 	 12	 0.010695 NO	 0.001792 NO	 0.300101 NO	 0.061199 NO	           1.000
 	 15 	 -17736.9900964650 	 8	 0.011834 NO	 0.001986 NO	 0.363386 NO	 0.061199 NO	           0.000
 	 16 	 -17736.9914507380 	 11	 0.015958 NO	 0.002067 NO	 0.126321 NO	 0.015300 NO	           0.250
 	 17 	 -17736.9921309740 	 3	 0.011955 NO	 0.001981 NO	 0.099547 NO	 0.015300 NO	           0.250
 	 18 	 -17736.9930349020 	 11	 0.010856 NO	 0.001418 NO	 0.153718 NO	 0.030600 NO	           0.500
 	 19 	 -17736.9936277430 	 3	 0.008862 NO	 0.001517 NO	 0.182793 NO	 0.030600 NO	           0.500
 	 20 	 -17736.9943303940 	 12	 0.015497 NO	 0.002262 NO	 0.175245 NO	 0.030600 NO	           0.500
 	 21 	 -17736.9952119810 	 3	 0.015986 NO	 0.002478 NO	 0.147220 NO	 0.030600 NO	           0.500
 	 22 	 -17736.9968159090 	 12	 0.010223 NO	 0.002200 NO	 0.163153 NO	 0.030600 NO	           0.500
 	 23 	 -17736.9968615730 	 9	 0.008906 NO	 0.002154 NO	 0.052691 NO	 0.007650 NO	           0.125
 	 24 	 -17736.9973887000 	 3	 0.008834 NO	 0.002346 NO	 0.053277 NO	 0.007650 NO	           0.125
 	 25 	 -17736.9986511910 	 11	 0.006289 NO	 0.001696 NO	 0.066373 NO	 0.015300 NO	           0.250
 	 26 	 -17736.9997069420 	 3	 0.005916 NO	 0.001465 NO	 0.123273 NO	 0.015300 NO	           0.250
 	 27 	 -17737.0011161170 	 10	 0.011124 NO	 0.001612 NO	 0.175943 NO	 0.030600 NO	           0.500
 	 28 	 -17737.0011918810 	 3	 0.011405 NO	 0.001793 NO	 0.041144 NO	 0.007650 NO	           0.125
 	 29 	 -17737.0016439740 	 11	 0.013188 NO	 0.001778 NO	 0.099470 NO	 0.015300 NO	           0.250
 	 30 	 -17737.0025241160 	 3	 0.013794 NO	 0.001786 NO	 0.167384 NO	 0.030600 NO	           0.500
 	 31 	 -17737.0036020860 	 9	 0.009672 NO	 0.001531 NO	 0.176625 NO	 0.030600 NO	           0.500
 	 32 	 -17737.0030134760 	 3	 0.009177 NO	 0.001354 NO	 0.166833 NO	 0.030600 NO	           0.000
 	 33 	 -17737.0040572120 	 12	 0.009200 NO	 0.001528 NO	 0.346356 NO	 0.061199 NO	           1.000
 	 34 	 -17737.0043808510 	 10	 0.019716 NO	 0.002199 NO	 0.260218 NO	 0.061199 NO	           1.000
xxx 	 35 	 -17737.0031147590 	 10	 0.019716 NO	 0.002199 NO	 0.073329 NO	 0.015300 NO	           0.250
 	 36 	 -17737.0053647880 	 10	 0.008610 NO	 0.001684 NO	 0.075015 NO	 0.015300 NO	           0.250
 	 37 	 -17737.0059126480 	 3	 0.008489 NO	 0.001537 NO	 0.086877 NO	 0.015300 NO	           0.250
 	 38 	 -17737.0067173420 	 10	 0.007000 NO	 0.001444 NO	 0.173795 NO	 0.030600 NO	           0.500
 	 39 	 -17737.0077982790 	 8	 0.010070 NO	 0.001914 NO	 0.321165 NO	 0.061199 NO	           1.000
# Done!
