# Starting Date: Thu Jan  9 13:40:11 AEDT 2020
# Termination Date: Thu Jan  9 13:40:21 AEDT 2020
# Time Used: 00:10
# Directory: /scratch/ep0/hm1876/CeO2/PH/CeO2-OH--8H2O/OH--OV-UF-H2O2/option1
# File: /scratch/ep0/hm1876/CeO2/PH/CeO2-OH--8H2O/OH--OV-UF-H2O2/option1/CeO2-02.out
# CYCLE_NUMBER | TOTAL_ENERGY (Ha) | SCF_CYCLES | MAX_GRADIENT(0.000450) | RMS_GRADIENT(0.000300) | MAX_DISPLAC.(0.001800) | RMS_DISPLAC.(0.001200) | TRUST_RADIUS
 	 1 	 -17734.1392294430 	 65	 	 0.025958 NO	 	 0.003367 NO	 	 0.000000 	 	 0.000000 	           0.000
 	 2 	 -17735.6096906610 	 12	 	 0.023705 NO	 	 0.003353 NO	 	 0.227257 NO	 	 0.030949 NO	           0.500
 	 3 	 -17735.6136061850 	 17	 	 0.015366 NO	 	 0.003043 NO	 	 0.166215 NO	 	 0.030949 NO	           0.500
 	 4 	 -17735.6160572640 	 20	 	 0.027999 NO	 	 0.003638 NO	 	 0.263372 NO	 	 0.030949 NO	           0.500
 	 5 	 -17735.6196788720 	 20	 	 0.015998 NO	 	 0.002447 NO	 	 0.449394 NO	 	 0.061898 NO	           1.000
 	 6 	 -17735.6225677490 	 14	 	 0.028778 NO	 	 0.003200 NO	 	 0.556187 NO	 	 0.061898 NO	           1.000
 	 7 	 -17735.6268551810 	 34	 	 0.027982 NO	 	 0.004004 NO	 	 0.585499 NO	 	 0.061898 NO	           0.000
 	 8 	 -17735.6286227760 	 58	 	 0.020947 NO	 	 0.003304 NO	 	 0.106703 NO	 	 0.015475 NO	           0.250
 	 9 	 -17735.6321053030 	 12	 	 0.023637 NO	 	 0.003415 NO	 	 0.193742 NO	 	 0.030949 NO	           0.500
 	 10 	 -17735.6383249960 	 11	 	 0.022535 NO	 	 0.002498 NO	 	 0.247261 NO	 	 0.030949 NO	           0.500
